,Respondent,WebframeDesireNextYear,WebframeWorkedWith
2376,1984,,Spring
2377,1984,,Vue.js
2378,1984,,jQuery
2379,1984,ASP.NET Core,
2387,1984,Express,
2395,1984,Vue.js,
2403,1990,Angular.js,ASP.NET
2404,1990,,ASP.NET Core
2405,1990,,Express
2406,1990,,jQuery
2407,1990,ASP.NET Core,
2411,1990,React.js,
2415,1990,Vue.js,
2419,1994,ASP.NET Core,ASP.NET
2420,1994,Vue.js,
2421,2001,ASP.NET,ASP.NET
2422,2003,Angular,Angular
2423,2003,,Express
2424,2003,,React.js
2425,2003,,Vue.js
2426,2003,Express,
2430,2003,React.js,
2434,2003,Vue.js,
2438,2007,Django,Django
2439,2007,Flask,
2440,2007,React.js,
2441,2008,ASP.NET,ASP.NET
2442,2008,ASP.NET Core,
2443,2013,ASP.NET Core,ASP.NET
2444,2013,,ASP.NET Core
2445,2013,,Angular
2446,2013,,React.js
2447,2013,,jQuery
2448,2017,Angular,ASP.NET Core
2449,2017,,Angular
2450,2017,,Vue.js
2451,2017,ASP.NET Core,
2454,2017,React.js,
2457,2017,Vue.js,
2460,2031,Django,Django
2461,2031,,Express
2462,2031,,React.js
2463,2031,React.js,
2466,2051,React.js,Angular
2467,2051,,Angular.js
2468,2051,,Spring
2469,2051,,Vue.js
2470,2051,,jQuery
2471,2059,Angular,Angular
2472,2070,Express,Angular
2473,2070,,Drupal
2474,2070,,Express
2475,2070,React.js,
2478,2088,Express,Express
2479,2088,,Flask
2480,2088,Flask,
2482,2088,React.js,
2484,2094,Angular,ASP.NET
2485,2094,,ASP.NET Core
2486,2094,,Angular
2487,2094,ASP.NET Core,
2490,2098,Angular,Angular
2491,2098,,Flask
2492,2098,Django,
2494,2098,Flask,
2496,2098,React.js,
2498,2101,ASP.NET,ASP.NET
2499,2101,,jQuery
2500,2101,ASP.NET Core,
2502,2107,Express,Angular
2503,2107,,React.js
2504,2107,,Spring
2505,2107,,jQuery
2506,2107,jQuery,
2510,2107,React.js,
2514,2107,Spring,
2518,2107,Vue.js,
2522,2110,Angular.js,ASP.NET
2523,2110,,Angular.js
2524,2110,ASP.NET,
2526,2110,ASP.NET Core,
2528,2136,Angular.js,Angular
2529,2136,,Angular.js
2530,2136,,Drupal
2531,2136,,Gatsby
2532,2136,,React.js
2533,2136,,Symfony
2534,2136,,Vue.js
2535,2136,,jQuery
2536,2136,Drupal,
2544,2136,Gatsby,
2552,2136,React.js,
2560,2136,Symfony,
2568,2136,Vue.js,
2576,2138,ASP.NET Core,ASP.NET Core
2577,2138,,React.js
2578,2138,React.js,
2580,2138,Vue.js,
2582,2145,Angular,ASP.NET
2583,2145,,ASP.NET Core
2584,2145,,Angular
2585,2145,ASP.NET Core,
2588,2145,Laravel,
2591,2145,Vue.js,
2594,2147,Angular,ASP.NET
2595,2147,,ASP.NET Core
2596,2147,,Angular
2597,2147,,Angular.js
2598,2147,Angular.js,
2602,2147,ASP.NET,
2606,2147,ASP.NET Core,
2610,2150,Angular,ASP.NET Core
2611,2150,,Angular
2612,2150,,Express
2613,2150,ASP.NET Core,
2616,2164,jQuery,Angular
2617,2164,,Angular.js
2618,2164,,Django
2619,2164,,Laravel
2620,2164,,Vue.js
2621,2164,,jQuery
2622,2164,Laravel,
2628,2170,React.js,ASP.NET
2629,2170,,ASP.NET Core
2630,2170,,Angular
2631,2170,,Express
2632,2170,,React.js
2633,2182,Angular,Angular
2634,2182,,Express
2635,2182,Express,
2637,2183,ASP.NET,ASP.NET
2638,2183,,jQuery
2639,2183,ASP.NET Core,
2641,2183,jQuery,
2643,2188,Angular.js,ASP.NET
2644,2188,,ASP.NET Core
2645,2188,,Angular.js
2646,2188,,jQuery
2647,2188,ASP.NET Core,
2651,2188,jQuery,
2655,2205,Angular.js,ASP.NET
2656,2205,,ASP.NET Core
2657,2205,,Angular.js
2658,2205,,React.js
2659,2205,,Spring
2660,2205,,jQuery
2661,2205,ASP.NET,
2667,2205,ASP.NET Core,
2673,2205,jQuery,
2679,2205,React.js,
2685,2205,Spring,
2691,2210,Django,Django
2692,2210,,React.js
2693,2210,,Vue.js
2694,2210,Express,
2697,2210,React.js,
2700,2210,Vue.js,
2703,2235,Angular,Angular
2704,2235,,Django
2705,2235,React.js,
2707,2235,Vue.js,
2709,2244,ASP.NET Core,ASP.NET Core
2710,2244,,React.js
2711,2244,React.js,
2713,2246,Express,Express
2714,2246,,React.js
2715,2246,,Spring
2716,2246,,jQuery
2717,2246,jQuery,
2721,2246,React.js,
2725,2246,Spring,
2729,2261,Express,Flask
2730,2261,,jQuery
2731,2261,Flask,
2733,2261,React.js,
2735,2265,Drupal,ASP.NET
2736,2265,,ASP.NET Core
2737,2265,,Drupal
2738,2278,Flask,Flask
2739,2278,,Vue.js
2740,2278,,jQuery
2741,2278,Vue.js,
2744,2289,Flask,Flask
2745,2289,,React.js
2746,2289,React.js,
2748,2293,Flask,Flask
2749,2294,Angular,ASP.NET
2750,2294,,ASP.NET Core
2751,2294,,Angular.js
2752,2294,,jQuery
2753,2294,ASP.NET Core,
2757,2295,ASP.NET Core,ASP.NET Core
2758,2295,,Express
2759,2295,,Flask
2760,2295,,React.js
2761,2295,React.js,
2765,2298,Flask,Flask
2766,2298,,React.js
2767,2298,,Vue.js
2768,2298,React.js,
2771,2298,Vue.js,
2774,2308,jQuery,Laravel
2775,2308,,React.js
2776,2308,,Vue.js
2777,2308,,jQuery
2778,2308,Laravel,
2782,2308,React.js,
2786,2320,Angular,Angular
2787,2320,,Django
2788,2320,,React.js
2789,2320,,Vue.js
2790,2320,Vue.js,
2794,2347,Django,Django
2795,2347,,Express
2796,2347,Express,
2798,2347,React.js,
2800,2347,Spring,
2802,2352,ASP.NET Core,ASP.NET
2803,2352,,ASP.NET Core
2804,2352,,React.js
2805,2352,,Vue.js
2806,2352,,jQuery
2807,2356,ASP.NET Core,Gatsby
2808,2356,,React.js
2809,2356,Gatsby,
2811,2356,React.js,
2813,2364,Django,Django
2814,2364,,Flask
2815,2364,,Ruby on Rails
2816,2364,Flask,
2819,2364,React.js,
2822,2373,Angular,ASP.NET
2823,2373,,ASP.NET Core
2824,2373,,Angular
2825,2373,,Angular.js
2826,2373,,React.js
2827,2373,,jQuery
2828,2373,ASP.NET,
2834,2373,ASP.NET Core,
2840,2373,jQuery,
2846,2373,React.js,
2852,2380,Spring,Spring
2853,2387,ASP.NET Core,ASP.NET
2854,2387,,jQuery
2855,2387,Django,
2857,2391,ASP.NET Core,ASP.NET
2858,2391,Vue.js,
2859,2412,ASP.NET Core,ASP.NET Core
2860,2420,Django,Flask
2861,2420,,jQuery
2862,2420,Flask,
2864,2420,jQuery,
2866,2420,React.js,
2868,2429,ASP.NET Core,ASP.NET Core
2869,2429,,React.js
2870,2429,React.js,
2872,2445,ASP.NET Core,ASP.NET Core
2873,2445,,Express
2874,2445,,React.js
2875,2445,,Spring
2876,2445,Express,
2880,2445,React.js,
2884,2445,Spring,
2888,2445,Vue.js,
2892,2460,React.js,React.js
2893,2460,,jQuery
2894,2462,Angular,ASP.NET
2895,2462,,ASP.NET Core
2896,2462,,Angular
2897,2462,ASP.NET,
2900,2462,ASP.NET Core,
2903,2465,ASP.NET Core,ASP.NET
2904,2465,,ASP.NET Core
2905,2465,,Django
2906,2475,Express,ASP.NET
2907,2475,,ASP.NET Core
2908,2475,,Express
2909,2475,,React.js
2910,2475,,Ruby on Rails
2911,2475,,jQuery
2912,2475,React.js,
2918,2478,Express,Express
2919,2478,,Flask
2920,2478,,Gatsby
2921,2478,,Spring
2922,2478,Flask,
2926,2478,Gatsby,
2930,2495,React.js,Angular
2931,2495,,React.js
2932,2495,,jQuery
2933,2523,React.js,Flask
2934,2523,,React.js
2935,2524,Express,Angular
2936,2524,,Angular.js
2937,2524,,Express
2938,2524,,Vue.js
2939,2524,,jQuery
2940,2524,jQuery,
2945,2524,Vue.js,
2950,2525,Django,Django
2951,2525,,React.js
2952,2525,,jQuery
2953,2525,jQuery,
2956,2525,React.js,
2959,2537,ASP.NET,ASP.NET
2960,2537,,Vue.js
2961,2537,,jQuery
2962,2537,jQuery,
2965,2537,Vue.js,
2968,2544,Angular,Angular
2969,2544,,Django
2970,2544,,Flask
2971,2544,,React.js
2972,2544,,jQuery
2973,2544,Gatsby,
2978,2564,Angular,Angular
2979,2564,,Spring
2980,2564,,jQuery
2981,2564,Spring,
2984,2566,Ruby on Rails,Ruby on Rails
2985,2575,React.js,Express
2986,2575,,Gatsby
2987,2575,,React.js
2988,2575,,Ruby on Rails
2989,2575,Ruby on Rails,
2993,2576,Django,Angular
2994,2576,,Flask
2995,2576,,React.js
2996,2576,,Ruby on Rails
2997,2576,,Spring
2998,2576,,jQuery
2999,2576,Flask,
3005,2576,React.js,
3011,2576,Ruby on Rails,
3017,2577,ASP.NET Core,ASP.NET
3018,2577,,ASP.NET Core
3019,2577,React.js,
3021,2577,Vue.js,
3023,2582,jQuery,ASP.NET
3024,2582,,Spring
3025,2582,,Vue.js
3026,2582,,jQuery
3027,2582,Spring,
3031,2582,Vue.js,
3035,2583,Angular,ASP.NET
3036,2583,,jQuery
3037,2583,jQuery,
3039,2588,Express,Express
3040,2588,,React.js
3041,2588,,Spring
3042,2588,React.js,
3045,2588,Spring,
3048,2590,Django,Angular
3049,2590,,Spring
3050,2590,Flask,
3052,2590,React.js,
3054,2590,Spring,
3056,2593,Flask,ASP.NET
3057,2593,,ASP.NET Core
3058,2593,,Angular
3059,2593,,Django
3060,2593,,Flask
3061,2602,Django,Drupal
3062,2602,Flask,
3063,2611,Laravel,Django
3064,2611,,Flask
3065,2611,,Laravel
3066,2611,,React.js
3067,2611,,jQuery
3068,2611,Vue.js,
3073,2622,ASP.NET Core,ASP.NET Core
3074,2622,,React.js
3075,2622,React.js,
3077,2629,ASP.NET Core,ASP.NET
3078,2629,,ASP.NET Core
3079,2629,,React.js
3080,2629,,jQuery
3081,2629,React.js,
3085,2632,Gatsby,ASP.NET Core
3086,2632,,Gatsby
3087,2632,,React.js
3088,2632,React.js,
3091,2644,React.js,React.js
3092,2646,Angular,Angular
3093,2646,,Angular.js
3094,2646,,Express
3095,2646,,React.js
3096,2646,,jQuery
3097,2646,Angular.js,
3102,2646,Express,
3107,2646,jQuery,
3112,2646,React.js,
3117,2654,Angular,ASP.NET
3118,2654,,Angular
3119,2654,,Angular.js
3120,2654,ASP.NET Core,
3123,2654,React.js,
3126,2673,Django,Django
3127,2673,Flask,
3128,2673,React.js,
3129,2685,Angular,ASP.NET Core
3130,2685,,Angular
3131,2685,ASP.NET Core,
3133,2691,ASP.NET Core,ASP.NET
3134,2691,,ASP.NET Core
3135,2691,,Angular.js
3136,2691,,Vue.js
3137,2691,Vue.js,
3141,2704,Django,Spring
3142,2704,React.js,
3143,2704,Vue.js,
3144,2708,ASP.NET Core,ASP.NET
3145,2708,,Flask
3146,2708,,Symfony
3147,2708,,jQuery
3148,2708,Flask,
3152,2711,Express,Express
3153,2711,,Vue.js
3154,2711,,jQuery
3155,2711,Vue.js,
3158,2750,Express,Express
3159,2750,,Flask
3160,2750,,Gatsby
3161,2750,,React.js
3162,2750,,Ruby on Rails
3163,2750,,jQuery
3164,2750,jQuery,
3170,2750,React.js,
3176,2765,Angular,Angular
3177,2769,Gatsby,React.js
3178,2769,React.js,
3179,2783,ASP.NET Core,ASP.NET
3180,2783,,ASP.NET Core
3181,2783,,React.js
3182,2783,React.js,
3185,2812,jQuery,React.js
3186,2812,,jQuery
3187,2812,React.js,
3189,2816,ASP.NET,ASP.NET
3190,2816,,ASP.NET Core
3191,2816,ASP.NET Core,
3193,2837,Gatsby,Angular.js
3194,2837,,Gatsby
3195,2837,,React.js
3196,2837,,Ruby on Rails
3197,2837,React.js,
3201,2849,Angular,ASP.NET
3202,2849,,ASP.NET Core
3203,2849,,Angular.js
3204,2849,ASP.NET Core,
3207,2849,React.js,
3210,2849,Vue.js,
3213,2852,Express,Express
3214,2852,,Flask
3215,2852,,React.js
3216,2852,,Vue.js
3217,2852,,jQuery
3218,2852,Flask,
3223,2852,Gatsby,
3228,2852,React.js,
3233,2852,Vue.js,
3238,2859,Angular,Angular
3239,2859,,Angular.js
3240,2859,,Django
3241,2859,,Express
3242,2859,,Flask
3243,2859,,React.js
3244,2859,,Vue.js
3245,2859,Express,
3252,2859,Flask,
3259,2870,Angular,ASP.NET
3260,2870,,ASP.NET Core
3261,2870,,Angular
3262,2870,,Express
3263,2870,,Ruby on Rails
3264,2870,,jQuery
3265,2870,ASP.NET,
3271,2870,ASP.NET Core,
3277,2870,Express,
3283,2870,jQuery,
3289,2870,Ruby on Rails,
3295,2873,Flask,Flask
3296,2873,,Gatsby
3297,2873,,React.js
3298,2873,Gatsby,
3301,2873,React.js,
3304,2878,ASP.NET Core,ASP.NET
3305,2878,,ASP.NET Core
3306,2878,,React.js
3307,2878,,jQuery
3308,2879,Angular,ASP.NET Core
3309,2879,,Laravel
3310,2879,ASP.NET Core,
3312,2894,Django,Angular.js
3313,2894,,Django
3314,2894,,Express
3315,2894,,Flask
3316,2894,,Gatsby
3317,2894,,React.js
3318,2894,Flask,
3324,2899,ASP.NET Core,ASP.NET
3325,2899,,ASP.NET Core
3326,2899,,Angular
3327,2899,,Vue.js
3328,2899,,jQuery
3329,2899,Vue.js,
3334,2918,ASP.NET Core,ASP.NET
3335,2918,,Express
3336,2918,,Flask
3337,2918,,jQuery
3338,2918,Django,
3342,2918,React.js,
3346,2918,Vue.js,
3350,2929,ASP.NET Core,ASP.NET
3351,2929,,ASP.NET Core
3352,2929,,React.js
3353,2929,,Vue.js
3354,2929,React.js,
3358,2940,Angular,ASP.NET
3359,2940,ASP.NET Core,
3360,2947,Flask,jQuery
3361,2947,jQuery,
3362,2970,Django,Django
3363,2970,,Vue.js
3364,2970,Flask,
3366,2970,Ruby on Rails,
3368,2970,Vue.js,
3370,2972,Express,Angular.js
3371,2972,,Express
3372,2972,,React.js
3373,2972,,Vue.js
3374,2972,React.js,
3378,2972,Vue.js,
3382,2977,ASP.NET Core,ASP.NET
3383,2977,,ASP.NET Core
3384,2977,,Angular.js
3385,2977,,Express
3386,2977,,Gatsby
3387,2977,,React.js
3388,2977,,Ruby on Rails
3389,2977,,Vue.js
3390,2977,Express,
3398,2977,Gatsby,
3406,2977,React.js,
3414,2979,Angular,ASP.NET
3415,2979,,ASP.NET Core
3416,2979,,Angular
3417,2979,,Express
3418,2979,,React.js
3419,2979,,jQuery
3420,2979,ASP.NET Core,
3426,2979,Express,
3432,2985,Angular,ASP.NET
3433,2985,,Angular
3434,2985,,Angular.js
3435,2985,,Express
3436,2985,,React.js
3437,2985,,jQuery
3438,2985,Express,
3444,2985,React.js,
3450,2990,Angular,ASP.NET
3451,2990,,ASP.NET Core
3452,2990,,Angular
3453,2990,ASP.NET Core,
3456,3004,ASP.NET Core,ASP.NET Core
3457,3004,,Spring
3458,3009,Django,Express
3459,3009,,React.js
3460,3009,,Vue.js
3461,3009,,jQuery
3462,3009,Express,
3466,3009,Gatsby,
3470,3009,React.js,
3474,3009,Vue.js,
3478,3020,ASP.NET,ASP.NET
3479,3020,,ASP.NET Core
3480,3020,,jQuery
3481,3020,ASP.NET Core,
3484,3020,jQuery,
3487,3023,Drupal,Drupal
3488,3023,,React.js
3489,3023,,Spring
3490,3023,,jQuery
3491,3023,React.js,
3495,3023,Spring,
3499,3025,Express,Angular.js
3500,3025,,Express
3501,3025,,Gatsby
3502,3025,,React.js
3503,3025,Gatsby,
3507,3025,React.js,
3511,3029,Django,Django
3512,3029,,React.js
3513,3029,,jQuery
3514,3029,React.js,
3517,3029,Ruby on Rails,
3520,3029,Vue.js,
3523,3032,Angular,ASP.NET
3524,3032,,ASP.NET Core
3525,3032,,Angular
3526,3032,,Angular.js
3527,3032,,jQuery
3528,3032,ASP.NET,
3533,3032,ASP.NET Core,
3538,3032,jQuery,
3543,3032,React.js,
3548,3032,Vue.js,
3553,3041,ASP.NET Core,ASP.NET Core
3554,3072,ASP.NET Core,ASP.NET Core
3555,3072,Flask,
3556,3094,Laravel,Django
3557,3094,,Express
3558,3094,,Flask
3559,3094,,Laravel
3560,3094,,React.js
3561,3094,,Ruby on Rails
3562,3094,,jQuery
3563,3094,React.js,
3570,3094,Spring,
3577,3094,Symfony,
3584,3094,Vue.js,
3591,3095,ASP.NET Core,ASP.NET
3592,3095,,ASP.NET Core
3593,3095,,jQuery
3594,3095,jQuery,
3597,3095,React.js,
3600,3099,Django,Express
3601,3099,,React.js
3602,3099,Express,
3604,3099,React.js,
3606,3104,ASP.NET Core,ASP.NET
3607,3104,,Angular
3608,3104,,Angular.js
3609,3104,,React.js
3610,3104,,jQuery
3611,3104,React.js,
3616,3116,ASP.NET Core,ASP.NET
3617,3116,,ASP.NET Core
3618,3116,,jQuery
3619,3116,jQuery,
3622,3126,ASP.NET Core,ASP.NET
3623,3142,Flask,Laravel
3624,3142,,React.js
3625,3142,,Vue.js
3626,3142,,jQuery
3627,3142,jQuery,
3631,3142,Laravel,
3635,3142,React.js,
3639,3142,Ruby on Rails,
3643,3147,Express,Express
3644,3147,,React.js
3645,3147,,Symfony
3646,3147,,Vue.js
3647,3147,,jQuery
3648,3147,React.js,
3653,3149,Express,ASP.NET
3654,3149,,Express
3655,3149,,React.js
3656,3149,React.js,
3659,3152,Express,ASP.NET
3660,3152,,Express
3661,3152,,Spring
3662,3152,Spring,
3665,3165,Express,Django
3666,3165,,Express
3667,3165,,React.js
3668,3165,,jQuery
3669,3165,React.js,
3673,3174,Gatsby,Express
3674,3174,,React.js
3675,3174,React.js,
3677,3179,Angular,ASP.NET
3678,3179,,ASP.NET Core
3679,3179,,Angular
3680,3179,ASP.NET Core,
3683,3189,Angular,Angular
3684,3189,,Angular.js
3685,3189,,Drupal
3686,3189,,Express
3687,3189,Express,
3691,3189,React.js,
3695,3191,React.js,React.js
3696,3202,ASP.NET Core,ASP.NET
3697,3202,,ASP.NET Core
3698,3202,,React.js
3699,3202,React.js,
3702,3217,Angular,ASP.NET
3703,3217,,ASP.NET Core
3704,3217,,Angular
3705,3217,ASP.NET Core,
3708,3217,Django,
3711,3217,Express,
3714,3217,React.js,
3717,3217,Vue.js,
3720,3232,Ruby on Rails,Ruby on Rails
3721,3237,Django,Django
3722,3237,,Flask
3723,3267,Gatsby,Express
3724,3267,,Flask
3725,3267,,Gatsby
3726,3267,,React.js
3727,3267,React.js,
3731,3277,Flask,Flask
3732,3285,React.js,ASP.NET Core
3733,3285,,Vue.js
3734,3285,Vue.js,
3736,3302,Angular,ASP.NET
3737,3302,,ASP.NET Core
3738,3302,,Express
3739,3302,,Spring
3740,3302,ASP.NET Core,
3744,3302,React.js,
3748,3305,Angular,ASP.NET
3749,3305,,jQuery
3750,3305,Angular.js,
3752,3305,ASP.NET,
3754,3305,ASP.NET Core,
3756,3305,React.js,
3758,3306,ASP.NET,Django
3759,3306,,Flask
3760,3306,ASP.NET Core,
3762,3306,Django,
3764,3306,Gatsby,
3766,3306,Vue.js,
3768,3327,Vue.js,Vue.js
3769,3335,ASP.NET Core,Express
3770,3335,,React.js
3771,3335,Express,
3773,3335,Gatsby,
3775,3335,React.js,
3777,3345,Django,ASP.NET Core
3778,3345,,Angular
3779,3345,,Django
3780,3345,,Flask
3781,3345,,React.js
3782,3345,,Vue.js
3783,3345,Flask,
3789,3345,React.js,
3795,3360,Flask,Flask
3796,3360,,Ruby on Rails
3797,3360,Gatsby,
3799,3360,React.js,
3801,3363,Angular,ASP.NET
3802,3363,,jQuery
3803,3363,Angular.js,
3805,3363,ASP.NET,
3807,3363,jQuery,
3809,3380,Angular,ASP.NET
3810,3380,,ASP.NET Core
3811,3380,,Angular
3812,3380,,Angular.js
3813,3389,Angular,ASP.NET
3814,3389,,ASP.NET Core
3815,3389,,Angular.js
3816,3389,,Express
3817,3389,,React.js
3818,3389,,jQuery
3819,3389,ASP.NET Core,
3825,3389,Express,
3831,3389,Gatsby,
3837,3389,React.js,
3843,3389,Vue.js,
3849,3392,ASP.NET,ASP.NET
3850,3392,,ASP.NET Core
3851,3392,,Django
3852,3392,ASP.NET Core,
3855,3392,React.js,
3858,3392,Spring,
3861,3401,Express,Express
3862,3401,,Gatsby
3863,3401,,React.js
3864,3401,,Vue.js
3865,3401,React.js,
3869,3414,Angular,Angular.js
3870,3420,Django,Flask
3871,3420,,jQuery
3872,3420,Flask,
3874,3420,jQuery,
3876,3420,React.js,
3878,3421,Drupal,Angular.js
3879,3421,,Drupal
3880,3421,,React.js
3881,3421,,jQuery
3882,3421,Vue.js,
3886,3424,ASP.NET Core,ASP.NET
3887,3424,,ASP.NET Core
3888,3424,,jQuery
3889,3424,jQuery,
3892,3424,React.js,
3895,3426,Vue.js,jQuery
3896,3427,React.js,Angular.js
3897,3427,,Laravel
3898,3427,,React.js
3899,3427,,Ruby on Rails
3900,3427,Ruby on Rails,
3904,3435,Gatsby,Gatsby
3905,3435,,React.js
3906,3435,,Vue.js
3907,3435,,jQuery
3908,3435,React.js,
3912,3435,Vue.js,
3916,3438,Express,Express
3917,3438,,Spring
3918,3438,,Vue.js
3919,3438,Spring,
3922,3438,Vue.js,
3925,3448,ASP.NET,ASP.NET
3926,3448,,ASP.NET Core
3927,3448,,jQuery
3928,3448,ASP.NET Core,
3931,3448,jQuery,
3934,3448,React.js,
3937,3448,Vue.js,
3940,3451,Angular,React.js
3941,3451,,Ruby on Rails
3942,3451,,Spring
3943,3451,React.js,
3946,3451,Vue.js,
3949,3455,ASP.NET,ASP.NET
3950,3462,React.js,Angular
3951,3462,,React.js
3952,3462,,Spring
3953,3462,,jQuery
3954,3462,Spring,
3958,3462,Vue.js,
3962,3486,Angular,ASP.NET
3963,3486,,ASP.NET Core
3964,3486,,Angular
3965,3486,,Angular.js
3966,3486,,Express
3967,3486,,Gatsby
3968,3486,ASP.NET Core,
3974,3486,Gatsby,
3980,3497,Angular,React.js
3981,3497,ASP.NET Core,
3982,3506,Angular.js,ASP.NET
3983,3506,,ASP.NET Core
3984,3506,,Vue.js
3985,3506,,jQuery
3986,3506,ASP.NET,
3990,3506,ASP.NET Core,
3994,3506,React.js,
3998,3506,Vue.js,
4002,3512,Express,Django
4003,3512,,Vue.js
4004,3512,,jQuery
4005,3512,Vue.js,
4008,3514,Angular,ASP.NET Core
4009,3514,,React.js
4010,3514,ASP.NET Core,
4012,3514,React.js,
4014,3514,Vue.js,
4016,3560,Angular,ASP.NET
4017,3560,,ASP.NET Core
4018,3560,,Flask
4019,3560,ASP.NET Core,
4022,3560,Flask,
4025,3568,jQuery,ASP.NET
4026,3568,,Drupal
4027,3568,,jQuery
4028,3568,React.js,
4031,3573,Angular.js,ASP.NET
4032,3573,,Angular.js
4033,3573,,jQuery
4034,3573,ASP.NET,
4037,3589,React.js,React.js
4038,3589,,Spring
4039,3589,,jQuery
4040,3590,ASP.NET Core,ASP.NET
4041,3590,,ASP.NET Core
4042,3592,Laravel,Laravel
4043,3592,,React.js
4044,3592,,Symfony
4045,3592,,Vue.js
4046,3592,,jQuery
4047,3592,React.js,
4052,3592,Symfony,
4057,3592,Vue.js,
4062,3595,ASP.NET Core,ASP.NET
4063,3595,,ASP.NET Core
4064,3595,,Angular
4065,3607,ASP.NET Core,ASP.NET Core
4066,3610,Angular,Express
4067,3610,,React.js
4068,3610,Express,
4070,3610,React.js,
4072,3616,Laravel,Laravel
4073,3616,Vue.js,
4074,3617,Vue.js,React.js
4075,3617,,Vue.js
4076,3617,,jQuery
4077,3619,Express,Angular
4078,3619,,Express
4079,3619,,Flask
4080,3619,,React.js
4081,3619,,Spring
4082,3619,,Vue.js
4083,3619,React.js,
4089,3633,ASP.NET Core,Django
4090,3633,,Express
4091,3633,,Gatsby
4092,3633,,React.js
4093,3633,,jQuery
4094,3633,Express,
4099,3633,React.js,
4104,3633,Spring,
4109,3636,Django,Django
4110,3636,,Flask
4111,3636,Flask,
4113,3646,Flask,Angular.js
4114,3646,,Flask
4115,3646,,React.js
4116,3646,,jQuery
4117,3646,React.js,
4121,3650,Django,Express
4122,3650,,React.js
4123,3650,,Spring
4124,3650,Flask,
4127,3650,React.js,
4130,3661,Angular,ASP.NET
4131,3661,,ASP.NET Core
4132,3661,,Angular
4133,3661,,Express
4134,3661,,React.js
4135,3661,,Vue.js
4136,3661,Express,
4142,3661,React.js,
4148,3663,ASP.NET,ASP.NET
4149,3663,,ASP.NET Core
4150,3663,,Express
4151,3663,,Flask
4152,3663,,Gatsby
4153,3663,,React.js
4154,3663,ASP.NET Core,
4160,3663,Express,
4166,3663,Flask,
4172,3663,Gatsby,
4178,3663,React.js,
4184,3681,jQuery,Symfony
4185,3681,,jQuery
4186,3681,Laravel,
4188,3681,Spring,
4190,3681,Symfony,
4192,3686,Angular.js,Vue.js
4193,3686,,jQuery
4194,3686,Flask,
4196,3686,Vue.js,
4198,3690,ASP.NET,ASP.NET
4199,3690,,ASP.NET Core
4200,3690,ASP.NET Core,
4202,3716,Angular,Angular
4203,3716,,Angular.js
4204,3716,,Django
4205,3716,,Flask
4206,3716,,Laravel
4207,3716,,React.js
4208,3716,,Vue.js
4209,3716,,jQuery
4210,3716,Flask,
4218,3716,Vue.js,
4226,3719,Gatsby,Gatsby
4227,3719,,Laravel
4228,3719,,React.js
4229,3719,,Ruby on Rails
4230,3719,,jQuery
4231,3719,React.js,
4236,3719,Vue.js,
4241,3721,React.js,Django
4242,3721,,Flask
4243,3721,,React.js
4244,3734,ASP.NET,ASP.NET
4245,3734,ASP.NET Core,
4246,3734,jQuery,
4247,3740,Vue.js,Vue.js
4248,3740,,jQuery
4249,3746,Django,ASP.NET Core
4250,3746,,Django
4251,3746,,Express
4252,3746,,Flask
4253,3746,,Gatsby
4254,3746,,React.js
4255,3746,,Vue.js
4256,3746,,jQuery
4257,3746,Express,
4265,3746,React.js,
4273,3754,ASP.NET,ASP.NET
4274,3754,,ASP.NET Core
4275,3754,,jQuery
4276,3754,ASP.NET Core,
4279,3757,Flask,Angular
4280,3757,,Django
4281,3757,,React.js
4282,3757,React.js,
4285,3768,Angular,Angular
4286,3768,,Express
4287,3768,,Flask
4288,3768,,React.js
4289,3768,Express,
4293,3769,Angular.js,ASP.NET
4294,3769,,Angular.js
4295,3769,,jQuery
4296,3769,ASP.NET,
4299,3769,ASP.NET Core,
4302,3769,jQuery,
4305,3769,React.js,
4308,3769,Vue.js,
4311,3793,Flask,Flask
4312,3793,,React.js
4313,3793,jQuery,
4315,3793,React.js,
4317,3818,Django,Flask
4318,3818,Flask,
4319,3841,React.js,React.js
4320,3841,,Vue.js
4321,3853,jQuery,React.js
4322,3853,,jQuery
4323,3853,Spring,
4325,3855,ASP.NET Core,ASP.NET
4326,3855,,ASP.NET Core
4327,3864,ASP.NET Core,Flask
4328,3864,,React.js
4329,3864,,Ruby on Rails
4330,3864,,jQuery
4331,3864,React.js,
4335,3879,Django,Django
4336,3879,,Flask
4337,3879,,Vue.js
4338,3879,,jQuery
4339,3879,Flask,
4343,3879,jQuery,
4347,3879,Vue.js,
4351,3889,Spring,Express
4352,3889,,Gatsby
4353,3889,,React.js
4354,3889,,Spring
4355,3889,,Symfony
4356,3891,Angular,Angular.js
4357,3891,React.js,
4358,3891,Ruby on Rails,
4359,3891,Vue.js,
4360,3896,Ruby on Rails,Ruby on Rails
4361,3896,,jQuery
4362,3904,Laravel,Laravel
4363,3904,,React.js
4364,3904,,Symfony
