,Respondent,LanguageDesireNextYear,LanguageWorkedWith
3863,1045,,JavaScript
3864,1045,,SQL
3865,1045,,TypeScript
3866,1045,C#,
3872,1045,HTML/CSS,
3878,1045,JavaScript,
3884,1045,SQL,
3890,1045,TypeScript,
3896,1051,Go,JavaScript
3897,1051,,PHP
3898,1051,,SQL
3899,1051,JavaScript,
3902,1051,PHP,
3905,1051,SQL,
3908,1053,Bash/Shell/PowerShell,Bash/Shell/PowerShell
3909,1053,,C#
3910,1053,,HTML/CSS
3911,1053,,JavaScript
3912,1053,C#,
3916,1053,HTML/CSS,
3920,1053,JavaScript,
3924,1053,TypeScript,
3928,1066,Go,Bash/Shell/PowerShell
3929,1066,,C
3930,1066,,C#
3931,1066,,C++
3932,1066,,HTML/CSS
3933,1066,,Java
3934,1066,,SQL
3935,1066,,Swift
3936,1066,Haskell,
3944,1066,Python,
3952,1066,Rust,
3960,1066,Scala,
3968,1066,TypeScript,
3976,1077,C#,HTML/CSS
3977,1077,,JavaScript
3978,1077,,Python
3979,1077,,Ruby
3980,1077,,SQL
3981,1077,,Scala
3982,1077,,TypeScript
3983,1077,Go,
3990,1077,HTML/CSS,
3997,1077,Java,
4004,1077,JavaScript,
4011,1077,Julia,
4018,1077,Kotlin,
4025,1077,Python,
4032,1077,TypeScript,
4039,1098,Dart,C#
4040,1098,,Go
4041,1098,,HTML/CSS
4042,1098,,Java
4043,1098,,JavaScript
4044,1098,,Python
4045,1098,,SQL
4046,1098,,Scala
4047,1098,,TypeScript
4048,1098,Go,
4057,1098,JavaScript,
4066,1098,Python,
4075,1098,Scala,
4084,1098,SQL,
4093,1098,TypeScript,
4102,1118,Bash/Shell/PowerShell,Bash/Shell/PowerShell
4103,1118,,HTML/CSS
4104,1118,,JavaScript
4105,1118,,SQL
4106,1118,JavaScript,
4110,1118,TypeScript,
4114,1121,C#,C#
4115,1121,,HTML/CSS
4116,1121,,JavaScript
4117,1121,,SQL
4118,1121,HTML/CSS,
4122,1121,JavaScript,
4126,1121,Kotlin,
4130,1121,TypeScript,
4134,1128,C#,C#
4135,1128,,Go
4136,1128,,HTML/CSS
4137,1128,,JavaScript
4138,1128,,PHP
4139,1128,,Rust
4140,1128,,SQL
4141,1128,,TypeScript
4142,1128,Go,
4150,1128,HTML/CSS,
4158,1128,JavaScript,
4166,1128,PHP,
4174,1128,Rust,
4182,1128,SQL,
4190,1128,TypeScript,
4198,1144,C#,C#
4199,1144,,HTML/CSS
4200,1144,,Java
4201,1144,,JavaScript
4202,1144,,R
4203,1144,,Ruby
4204,1144,,SQL
4205,1144,,TypeScript
4206,1144,HTML/CSS,
4214,1144,JavaScript,
4222,1144,SQL,
4230,1164,C#,Bash/Shell/PowerShell
4231,1164,,C#
4232,1164,,HTML/CSS
4233,1164,,Java
4234,1164,,JavaScript
4235,1164,,Kotlin
4236,1164,,Objective-C
4237,1164,,PHP
4238,1164,,SQL
4239,1164,,Swift
4240,1164,,TypeScript
4241,1164,Kotlin,
4252,1164,Swift,
4263,1164,TypeScript,
4274,1166,C#,Bash/Shell/PowerShell
4275,1166,,C#
4276,1166,,JavaScript
4277,1166,,SQL
4278,1166,,TypeScript
4279,1166,TypeScript,
4284,1168,Go,Python
4285,1168,,SQL
4286,1168,,Scala
4287,1168,Haskell,
4290,1168,Julia,
4293,1168,Python,
4296,1168,Rust,
4299,1168,Scala,
4302,1168,SQL,
4305,1174,Assembly,Bash/Shell/PowerShell
4306,1174,,C#
4307,1174,,C++
4308,1174,,SQL
4309,1174,,TypeScript
4310,1174,C,
4315,1174,C#,
4320,1174,HTML/CSS,
4325,1174,JavaScript,
4330,1174,Python,
4335,1174,R,
4340,1174,SQL,
4345,1174,TypeScript,
4350,1177,C#,C#
4351,1177,,HTML/CSS
4352,1177,,JavaScript
4353,1177,,SQL
4354,1177,HTML/CSS,
4358,1177,JavaScript,
4362,1177,SQL,
4366,1188,C,HTML/CSS
4367,1188,,JavaScript
4368,1188,,Perl
4369,1188,,Python
4370,1188,,R
4371,1188,C++,
4376,1188,Java,
4381,1188,Ruby,
4386,1190,HTML/CSS,HTML/CSS
4387,1190,,JavaScript
4388,1190,,SQL
4389,1190,,TypeScript
4390,1190,JavaScript,
4394,1190,SQL,
4398,1190,TypeScript,
4402,1197,Go,Go
4403,1197,,Java
4404,1197,,JavaScript
4405,1197,,PHP
4406,1197,,Python
4407,1197,,SQL
4408,1197,JavaScript,
4414,1197,Python,
4420,1197,SQL,
4426,1197,TypeScript,
4432,1198,C#,C#
4433,1198,,HTML/CSS
4434,1198,,JavaScript
4435,1198,,PHP
4436,1198,,SQL
4437,1198,HTML/CSS,
4442,1198,Java,
4447,1198,JavaScript,
4452,1198,PHP,
4457,1198,SQL,
4462,1206,C#,C#
4463,1206,,HTML/CSS
4464,1206,,JavaScript
4465,1206,,SQL
4466,1206,Go,
4470,1206,JavaScript,
4474,1206,SQL,
4478,1206,TypeScript,
4482,1216,Bash/Shell/PowerShell,Bash/Shell/PowerShell
4483,1216,,Go
4484,1216,,HTML/CSS
4485,1216,,JavaScript
4486,1216,,PHP
4487,1216,,SQL
4488,1216,,TypeScript
4489,1216,C++,
4496,1216,Go,
4503,1216,HTML/CSS,
4510,1216,JavaScript,
4517,1216,PHP,
4524,1216,R,
4531,1216,SQL,
4538,1216,TypeScript,
4545,1219,C#,C#
4546,1219,,Dart
4547,1219,,HTML/CSS
4548,1219,,Java
4549,1219,,JavaScript
4550,1219,,Python
4551,1219,,R
4552,1219,,SQL
4553,1219,,TypeScript
4554,1219,Go,
4563,1219,Haskell,
4572,1219,HTML/CSS,
4581,1219,JavaScript,
4590,1219,Julia,
4599,1219,Kotlin,
4608,1219,Perl,
4617,1219,Python,
4626,1219,Rust,
4635,1219,SQL,
4644,1219,TypeScript,
4653,1221,C#,C#
4654,1221,,HTML/CSS
4655,1221,,JavaScript
4656,1221,,Python
4657,1221,,SQL
4658,1221,,Swift
4659,1221,,TypeScript
4660,1221,JavaScript,
4667,1221,Python,
4674,1221,TypeScript,
4681,1234,C#,Bash/Shell/PowerShell
4682,1234,,C#
4683,1234,,HTML/CSS
4684,1234,,JavaScript
4685,1234,,Python
4686,1234,,SQL
4687,1234,Go,
4693,1234,HTML/CSS,
4699,1234,JavaScript,
4705,1234,Python,
4711,1234,R,
4717,1234,SQL,
4723,1240,JavaScript,C#
4724,1240,,Java
4725,1240,,JavaScript
4726,1240,,SQL
4727,1240,,TypeScript
4728,1240,Kotlin,
4733,1246,C#,Bash/Shell/PowerShell
4734,1246,,C#
4735,1246,,HTML/CSS
4736,1246,,Java
4737,1246,,PHP
4738,1246,,Python
4739,1246,,SQL
4740,1246,,TypeScript
4741,1246,C++,
4749,1246,Go,
4757,1246,Java,
4765,1246,JavaScript,
4773,1246,Python,
4781,1246,Ruby,
4789,1246,SQL,
4797,1246,TypeScript,
4805,1249,C#,C#
4806,1249,,HTML/CSS
4807,1249,,SQL
4808,1249,,TypeScript
4809,1249,HTML/CSS,
4813,1249,SQL,
4817,1249,TypeScript,
4821,1251,HTML/CSS,HTML/CSS
4822,1251,,JavaScript
4823,1251,,PHP
4824,1251,,SQL
4825,1251,JavaScript,
4829,1251,PHP,
4833,1251,Python,
4837,1267,C#,C#
4838,1267,,Go
4839,1267,,HTML/CSS
4840,1267,,Java
4841,1267,,JavaScript
4842,1267,,PHP
4843,1267,,Python
4844,1267,,Rust
4845,1267,,SQL
4846,1267,,TypeScript
4847,1267,,VBA
4848,1267,HTML/CSS,
4859,1267,Java,
4870,1267,JavaScript,
4881,1267,Kotlin,
4892,1267,Rust,
4903,1267,TypeScript,
4914,1268,Go,Bash/Shell/PowerShell
4915,1268,,C#
4916,1268,,Go
4917,1268,,HTML/CSS
4918,1268,,JavaScript
4919,1268,HTML/CSS,
4924,1268,JavaScript,
4929,1268,Rust,
4934,1268,Scala,
4939,1268,Swift,
4944,1284,Bash/Shell/PowerShell,Bash/Shell/PowerShell
4945,1284,,HTML/CSS
4946,1284,,Java
4947,1284,,JavaScript
4948,1284,,Python
4949,1284,,SQL
4950,1284,,VBA
4951,1284,HTML/CSS,
4958,1284,Java,
4965,1284,JavaScript,
4972,1284,Python,
4979,1284,Rust,
4986,1284,SQL,
4993,1287,Bash/Shell/PowerShell,Bash/Shell/PowerShell
4994,1287,,C#
4995,1287,,C++
4996,1287,,HTML/CSS
4997,1287,,JavaScript
4998,1287,,SQL
4999,1287,,TypeScript
5000,1287,,VBA
5001,1287,C#,
5009,1287,Python,
5017,1287,R,
5025,1287,SQL,
5033,1287,TypeScript,
5041,1295,HTML/CSS,HTML/CSS
5042,1295,,JavaScript
5043,1295,,PHP
5044,1295,JavaScript,
5047,1295,TypeScript,
5050,1296,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5051,1296,,C#
5052,1296,,HTML/CSS
5053,1296,,JavaScript
5054,1296,,SQL
5055,1296,C#,
5060,1296,HTML/CSS,
5065,1296,JavaScript,
5070,1296,Python,
5075,1296,SQL,
5080,1296,TypeScript,
5085,1312,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5086,1312,,Go
5087,1312,,Java
5088,1312,,JavaScript
5089,1312,,PHP
5090,1312,,Python
5091,1312,,R
5092,1312,,SQL
5093,1312,Java,
5101,1312,JavaScript,
5109,1312,SQL,
5117,1314,C#,C#
5118,1314,,HTML/CSS
5119,1314,,JavaScript
5120,1314,,PHP
5121,1314,,Python
5122,1314,,SQL
5123,1314,,TypeScript
5124,1314,Go,
5131,1314,HTML/CSS,
5138,1314,JavaScript,
5145,1314,SQL,
5152,1314,TypeScript,
5159,1315,C#,Bash/Shell/PowerShell
5160,1315,,C#
5161,1315,,Go
5162,1315,,HTML/CSS
5163,1315,,Java
5164,1315,,JavaScript
5165,1315,,SQL
5166,1315,,TypeScript
5167,1315,Go,
5175,1315,Kotlin,
5183,1315,Rust,
5191,1330,HTML/CSS,Bash/Shell/PowerShell
5192,1330,,Python
5193,1330,,SQL
5194,1330,JavaScript,
5197,1330,Python,
5200,1330,SQL,
5203,1342,C#,C#
5204,1342,,HTML/CSS
5205,1342,,TypeScript
5206,1342,HTML/CSS,
5209,1342,TypeScript,
5212,1343,HTML/CSS,HTML/CSS
5213,1343,,JavaScript
5214,1343,,Python
5215,1343,,SQL
5216,1343,JavaScript,
5220,1343,Python,
5224,1343,Ruby,
5228,1343,SQL,
5232,1343,Swift,
5236,1343,TypeScript,
5240,1345,Go,HTML/CSS
5241,1345,,JavaScript
5242,1345,,SQL
5243,1345,,TypeScript
5244,1345,HTML/CSS,
5248,1345,JavaScript,
5252,1345,Python,
5256,1345,SQL,
5260,1345,TypeScript,
5264,1354,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5265,1354,,HTML/CSS
5266,1354,,JavaScript
5267,1354,,PHP
5268,1354,,Ruby
5269,1354,,TypeScript
5270,1354,C++,
5276,1354,Dart,
5282,1354,Go,
5288,1354,HTML/CSS,
5294,1354,Java,
5300,1354,JavaScript,
5306,1354,Kotlin,
5312,1354,Python,
5318,1354,Ruby,
5324,1354,Rust,
5330,1354,SQL,
5336,1354,TypeScript,
5342,1355,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5343,1355,,HTML/CSS
5344,1355,,JavaScript
5345,1355,,Python
5346,1355,JavaScript,
5350,1355,Python,
5354,1365,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5355,1365,,C#
5356,1365,,HTML/CSS
5357,1365,,JavaScript
5358,1365,,SQL
5359,1365,,TypeScript
5360,1365,C#,
5366,1365,Go,
5372,1365,HTML/CSS,
5378,1365,JavaScript,
5384,1365,Python,
5390,1365,SQL,
5396,1365,TypeScript,
5402,1373,Go,C#
5403,1373,,Dart
5404,1373,,JavaScript
5405,1373,,SQL
5406,1373,TypeScript,
5410,1381,HTML/CSS,HTML/CSS
5411,1381,,Java
5412,1381,,JavaScript
5413,1381,,SQL
5414,1381,,Scala
5415,1381,,TypeScript
5416,1381,Java,
5422,1381,JavaScript,
5428,1381,SQL,
5434,1381,TypeScript,
5440,1389,Java,Java
5441,1389,,JavaScript
5442,1389,,PHP
5443,1389,,SQL
5444,1389,,Scala
5445,1389,JavaScript,
5450,1389,Kotlin,
5455,1389,Python,
5460,1389,Scala,
5465,1389,SQL,
5470,1404,C#,C#
5471,1404,,JavaScript
5472,1404,,Python
5473,1404,,SQL
5474,1404,JavaScript,
5478,1404,Python,
5482,1404,SQL,
5486,1412,C#,C#
5487,1412,,TypeScript
5488,1412,C++,
5490,1412,TypeScript,
5492,1416,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5493,1416,,C#
5494,1416,,HTML/CSS
5495,1416,,JavaScript
5496,1416,,TypeScript
5497,1416,C#,
5502,1416,HTML/CSS,
5507,1416,JavaScript,
5512,1416,Kotlin,
5517,1416,TypeScript,
5522,1417,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5523,1417,,HTML/CSS
5524,1417,,Java
5525,1417,,JavaScript
5526,1417,,SQL
5527,1417,Go,
5532,1417,HTML/CSS,
5537,1417,JavaScript,
5542,1417,Python,
5547,1417,Swift,
5552,1417,TypeScript,
5557,1421,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5558,1421,,Go
5559,1421,,HTML/CSS
5560,1421,,Java
5561,1421,,JavaScript
5562,1421,,Kotlin
5563,1421,,Python
5564,1421,,SQL
5565,1421,,Scala
5566,1421,,TypeScript
5567,1421,Go,
5577,1421,HTML/CSS,
5587,1421,Java,
5597,1421,JavaScript,
5607,1421,Objective-C,
5617,1421,Python,
5627,1421,Rust,
5637,1421,SQL,
5647,1421,TypeScript,
5657,1454,C#,C#
5658,1454,,C++
5659,1454,,HTML/CSS
5660,1454,,JavaScript
5661,1454,,PHP
5662,1454,,SQL
5663,1454,,TypeScript
5664,1454,JavaScript,
5671,1454,PHP,
5678,1454,Python,
5685,1454,SQL,
5692,1454,TypeScript,
5699,1464,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5700,1464,,C
5701,1464,,C#
5702,1464,,Java
5703,1464,,JavaScript
5704,1464,,Kotlin
5705,1464,,Objective-C
5706,1464,,PHP
5707,1464,,SQL
5708,1464,C,
5717,1464,C#,
5726,1464,JavaScript,
5735,1464,Kotlin,
5744,1464,Objective-C,
5753,1464,SQL,
5762,1464,TypeScript,
5771,1467,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5772,1467,,Go
5773,1467,,Java
5774,1467,,PHP
5775,1467,,Python
5776,1467,,Ruby
5777,1467,,SQL
5778,1467,Go,
5785,1467,Python,
5792,1467,Ruby,
5799,1467,SQL,
5806,1467,TypeScript,
5813,1476,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5814,1476,,C++
5815,1476,,Go
5816,1476,,HTML/CSS
5817,1476,,Java
5818,1476,,JavaScript
5819,1476,,Python
5820,1476,,SQL
5821,1476,C++,
5829,1476,Go,
5837,1476,HTML/CSS,
5845,1476,Java,
5853,1476,JavaScript,
5861,1476,Python,
5869,1476,SQL,
5877,1488,Dart,Bash/Shell/PowerShell
5878,1488,,C#
5879,1488,,HTML/CSS
5880,1488,,Haskell
5881,1488,,JavaScript
5882,1488,,Python
5883,1488,,Scala
5884,1488,,TypeScript
5885,1488,Haskell,
5893,1488,HTML/CSS,
5901,1488,JavaScript,
5909,1488,Python,
5917,1488,R,
5925,1488,Rust,
5933,1488,Scala,
5941,1488,TypeScript,
5949,1512,Bash/Shell/PowerShell,Bash/Shell/PowerShell
5950,1512,,C#
5951,1512,,HTML/CSS
5952,1512,,JavaScript
5953,1512,,SQL
5954,1512,C#,
5959,1512,HTML/CSS,
5964,1512,JavaScript,
5969,1512,SQL,
5974,1534,HTML/CSS,HTML/CSS
5975,1534,,JavaScript
5976,1534,,PHP
5977,1534,,Python
5978,1534,,Ruby
5979,1534,,SQL
5980,1534,JavaScript,
5986,1534,PHP,
5992,1534,Python,
5998,1534,Ruby,
6004,1534,SQL,
6010,1551,C++,C++
6011,1551,,Python
6012,1551,,SQL
6013,1551,,VBA
6014,1551,Python,
6018,1556,C,C
6019,1556,,C++
6020,1556,,Java
6021,1556,,JavaScript
6022,1556,,Python
6023,1556,,SQL
6024,1556,JavaScript,
6030,1556,Python,
6036,1560,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6037,1560,,HTML/CSS
6038,1560,,JavaScript
6039,1560,,Python
6040,1560,,Ruby
6041,1560,,Rust
6042,1560,,SQL
6043,1560,,TypeScript
6044,1560,HTML/CSS,
6052,1560,JavaScript,
6060,1560,Python,
6068,1560,Rust,
6076,1560,SQL,
6084,1560,TypeScript,
6092,1564,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6093,1564,,Go
6094,1564,,HTML/CSS
6095,1564,,JavaScript
6096,1564,,Python
6097,1564,,Ruby
6098,1564,,SQL
6099,1564,Go,
6106,1564,JavaScript,
6113,1564,Python,
6120,1564,Ruby,
6127,1564,SQL,
6134,1566,JavaScript,JavaScript
6135,1566,,PHP
6136,1566,,Rust
6137,1566,Rust,
6140,1566,TypeScript,
6143,1580,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6144,1580,,C#
6145,1580,,HTML/CSS
6146,1580,,JavaScript
6147,1580,,SQL
6148,1580,,TypeScript
6149,1580,C#,
6155,1580,HTML/CSS,
6161,1580,SQL,
6167,1580,TypeScript,
6173,1600,C#,C#
6174,1600,,HTML/CSS
6175,1600,,JavaScript
6176,1600,,SQL
6177,1600,,TypeScript
6178,1600,HTML/CSS,
6183,1600,JavaScript,
6188,1600,SQL,
6193,1600,TypeScript,
6198,1605,HTML/CSS,HTML/CSS
6199,1605,,JavaScript
6200,1605,,PHP
6201,1605,,SQL
6202,1605,JavaScript,
6206,1605,PHP,
6210,1605,SQL,
6214,1605,TypeScript,
6218,1612,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6219,1612,,HTML/CSS
6220,1612,,JavaScript
6221,1612,,PHP
6222,1612,JavaScript,
6226,1612,PHP,
6230,1612,TypeScript,
6234,1631,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6235,1631,,C#
6236,1631,,HTML/CSS
6237,1631,,JavaScript
6238,1631,,Python
6239,1631,,R
6240,1631,,SQL
6241,1631,,TypeScript
6242,1631,C#,
6250,1631,HTML/CSS,
6258,1631,JavaScript,
6266,1631,Python,
6274,1631,R,
6282,1631,SQL,
6290,1631,TypeScript,
6298,1639,Python,Python
6299,1639,,SQL
6300,1639,SQL,
6302,1639,VBA,
6304,1644,HTML/CSS,HTML/CSS
6305,1644,,JavaScript
6306,1644,,PHP
6307,1644,,SQL
6308,1644,JavaScript,
6312,1644,PHP,
6316,1644,Python,
6320,1644,SQL,
6324,1644,TypeScript,
6328,1646,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6329,1646,,C#
6330,1646,,HTML/CSS
6331,1646,,JavaScript
6332,1646,,R
6333,1646,,SQL
6334,1646,,TypeScript
6335,1646,C#,
6342,1646,Rust,
6349,1646,SQL,
6356,1647,Go,Bash/Shell/PowerShell
6357,1647,,Go
6358,1647,,HTML/CSS
6359,1647,,Java
6360,1647,,JavaScript
6361,1647,,PHP
6362,1647,,Python
6363,1647,,Rust
6364,1647,,SQL
6365,1647,HTML/CSS,
6374,1647,JavaScript,
6383,1647,PHP,
6392,1647,Python,
6401,1647,SQL,
6410,1652,Kotlin,C#
6411,1652,,HTML/CSS
6412,1652,,JavaScript
6413,1652,,PHP
6414,1652,,Python
6415,1652,,SQL
6416,1652,TypeScript,
6422,1669,HTML/CSS,C
6423,1669,,HTML/CSS
6424,1669,,JavaScript
6425,1669,,PHP
6426,1669,,SQL
6427,1669,,TypeScript
6428,1669,JavaScript,
6434,1669,PHP,
6440,1669,SQL,
6446,1669,TypeScript,
6452,1681,JavaScript,Bash/Shell/PowerShell
6453,1681,,HTML/CSS
6454,1681,,JavaScript
6455,1681,,Python
6456,1681,,SQL
6457,1681,Python,
6462,1681,Rust,
6467,1681,TypeScript,
6472,1717,C#,C#
6473,1717,,HTML/CSS
6474,1717,,JavaScript
6475,1717,,PHP
6476,1717,,SQL
6477,1717,HTML/CSS,
6482,1717,JavaScript,
6487,1717,Python,
6492,1717,SQL,
6497,1717,TypeScript,
6502,1725,C#,Bash/Shell/PowerShell
6503,1725,,HTML/CSS
6504,1725,,Java
6505,1725,,JavaScript
6506,1725,,Kotlin
6507,1725,,Python
6508,1725,,TypeScript
6509,1725,C++,
6516,1725,Kotlin,
6523,1725,Python,
6530,1725,TypeScript,
6537,1732,Go,C#
6538,1732,,Go
6539,1732,,HTML/CSS
6540,1732,,Java
6541,1732,,JavaScript
6542,1732,,Python
6543,1732,,SQL
6544,1732,Java,
6551,1732,Python,
6558,1732,Rust,
6565,1732,SQL,
6572,1745,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6573,1745,,C#
6574,1745,,HTML/CSS
6575,1745,,JavaScript
6576,1745,,SQL
6577,1745,C#,
6582,1745,HTML/CSS,
6587,1745,JavaScript,
6592,1745,SQL,
6597,1759,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6598,1759,,HTML/CSS
6599,1759,,JavaScript
6600,1759,,PHP
6601,1759,,SQL
6602,1759,,TypeScript
6603,1759,HTML/CSS,
6609,1759,JavaScript,
6615,1759,SQL,
6621,1759,TypeScript,
6627,1779,C#,C#
6628,1779,,HTML/CSS
6629,1779,,Java
6630,1779,,JavaScript
6631,1779,,SQL
6632,1779,,TypeScript
6633,1779,,VBA
6634,1779,Go,
6641,1779,HTML/CSS,
6648,1779,JavaScript,
6655,1779,Rust,
6662,1779,SQL,
6669,1779,TypeScript,
6676,1796,C#,C#
6677,1796,,HTML/CSS
6678,1796,,Java
6679,1796,,JavaScript
6680,1796,,SQL
6681,1796,HTML/CSS,
6686,1796,JavaScript,
6691,1796,Python,
6696,1796,R,
6701,1796,SQL,
6706,1796,Swift,
6711,1801,JavaScript,JavaScript
6712,1801,,Python
6713,1801,,R
6714,1801,Python,
6717,1801,R,
6720,1801,Rust,
6723,1801,Scala,
6726,1808,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6727,1808,,C#
6728,1808,,HTML/CSS
6729,1808,,JavaScript
6730,1808,,Python
6731,1808,,SQL
6732,1808,C#,
6738,1808,HTML/CSS,
6744,1808,JavaScript,
6750,1808,Python,
6756,1808,SQL,
6762,1814,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6763,1814,,HTML/CSS
6764,1814,,Java
6765,1814,,JavaScript
6766,1814,,PHP
6767,1814,,SQL
6768,1814,,Scala
6769,1814,,TypeScript
6770,1814,,VBA
6771,1814,Dart,
6780,1814,HTML/CSS,
6789,1814,Java,
6798,1814,JavaScript,
6807,1814,Kotlin,
6816,1814,Rust,
6825,1814,SQL,
6834,1814,TypeScript,
6843,1820,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6844,1820,,HTML/CSS
6845,1820,,Java
6846,1820,,JavaScript
6847,1820,,PHP
6848,1820,,SQL
6849,1820,,TypeScript
6850,1820,Dart,
6857,1820,HTML/CSS,
6864,1820,JavaScript,
6871,1820,Python,
6878,1820,Rust,
6885,1820,TypeScript,
6892,1826,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6893,1826,,C#
6894,1826,,HTML/CSS
6895,1826,,JavaScript
6896,1826,,Rust
6897,1826,,SQL
6898,1826,,TypeScript
6899,1826,C#,
6906,1826,Go,
6913,1826,Rust,
6920,1826,TypeScript,
6927,1829,Go,HTML/CSS
6928,1829,,JavaScript
6929,1829,,PHP
6930,1829,,SQL
6931,1829,HTML/CSS,
6935,1829,JavaScript,
6939,1829,PHP,
6943,1829,SQL,
6947,1829,TypeScript,
6951,1833,Bash/Shell/PowerShell,Bash/Shell/PowerShell
6952,1833,,HTML/CSS
6953,1833,,Java
6954,1833,,JavaScript
6955,1833,,Python
6956,1833,,SQL
6957,1833,,TypeScript
6958,1833,Go,
6965,1833,Julia,
6972,1833,Python,
6979,1833,Rust,
6986,1833,Scala,
6993,1845,C#,C#
6994,1845,,HTML/CSS
6995,1845,,JavaScript
6996,1845,,SQL
6997,1845,,TypeScript
6998,1845,Dart,
7003,1845,HTML/CSS,
7008,1845,JavaScript,
7013,1845,Python,
7018,1845,SQL,
7023,1845,TypeScript,
7028,1857,C#,C#
7029,1857,,JavaScript
7030,1857,,SQL
7031,1857,JavaScript,
7034,1857,Objective-C,
7037,1857,SQL,
7040,1857,Swift,
7043,1857,TypeScript,
7046,1866,C#,C#
7047,1866,,HTML/CSS
7048,1866,,JavaScript
7049,1866,,SQL
7050,1866,,TypeScript
7051,1866,Go,
7056,1866,Rust,
7061,1866,SQL,
7066,1866,TypeScript,
7071,1890,C++,Assembly
7072,1890,,Bash/Shell/PowerShell
7073,1890,,C
7074,1890,,C++
7075,1890,,Dart
7076,1890,,Java
7077,1890,,JavaScript
7078,1890,,Python
7079,1890,,TypeScript
7080,1890,,VBA
7081,1890,Python,
7091,1890,R,
7101,1890,TypeScript,
7111,1908,Bash/Shell/PowerShell,Bash/Shell/PowerShell
7112,1908,,C#
7113,1908,,Dart
7114,1908,,HTML/CSS
7115,1908,,Java
7116,1908,,JavaScript
7117,1908,,Python
7118,1908,,SQL
7119,1908,,TypeScript
7120,1908,C#,
7129,1908,Dart,
7138,1908,Go,
7147,1908,HTML/CSS,
7156,1908,JavaScript,
7165,1908,Kotlin,
7174,1908,Python,
7183,1908,SQL,
7192,1908,Swift,
7201,1908,TypeScript,
7210,1945,C++,Java
7211,1945,,JavaScript
7212,1945,,Kotlin
7213,1945,,Scala
7214,1945,Java,
7218,1945,JavaScript,
7222,1945,Kotlin,
7226,1945,Objective-C,
7230,1945,Scala,
7234,1966,Go,C
7235,1966,,C++
7236,1966,,Java
7237,1966,,JavaScript
7238,1966,,PHP
7239,1966,,Ruby
7240,1966,,SQL
7241,1966,JavaScript,
7248,1966,PHP,
7255,1966,Ruby,
7262,1971,C#,C#
7263,1971,,C++
7264,1971,,HTML/CSS
7265,1971,,JavaScript
7266,1971,,Python
7267,1971,,SQL
7268,1971,,VBA
7269,1971,C++,
7276,1971,HTML/CSS,
7283,1971,JavaScript,
7290,1971,Python,
7297,1976,C#,Bash/Shell/PowerShell
7298,1976,,C#
7299,1976,,Go
7300,1976,,HTML/CSS
7301,1976,,JavaScript
7302,1976,,Python
7303,1976,,SQL
7304,1976,,TypeScript
7305,1976,HTML/CSS,
7313,1976,JavaScript,
7321,1976,TypeScript,
7329,1977,Go,C
7330,1977,,C++
7331,1977,,Java
7332,1977,,JavaScript
7333,1977,,PHP
7334,1977,,R
7335,1977,,TypeScript
7336,1977,Java,
7343,1977,Kotlin,
7350,1977,TypeScript,
7357,1983,Bash/Shell/PowerShell,Bash/Shell/PowerShell
7358,1983,,HTML/CSS
7359,1983,,Java
7360,1983,,JavaScript
7361,1983,,SQL
7362,1983,,TypeScript
7363,1983,Java,
7369,1983,JavaScript,
7375,1983,TypeScript,
7381,1984,C#,Bash/Shell/PowerShell
7382,1984,,C#
7383,1984,,Go
7384,1984,,HTML/CSS
7385,1984,,Java
7386,1984,,JavaScript
7387,1984,,Kotlin
7388,1984,,Python
7389,1984,,SQL
7390,1984,,Scala
7391,1984,JavaScript,
7401,1984,Python,
7411,1984,SQL,
7421,1990,Bash/Shell/PowerShell,Bash/Shell/PowerShell
7422,1990,,C#
7423,1990,,JavaScript
7424,1990,,Python
7425,1990,,TypeScript
7426,1990,,VBA
7427,1990,C#,
7433,1990,JavaScript,
7439,1990,Kotlin,
7445,1990,Rust,
7451,1990,TypeScript,
7457,1994,Python,C#
7458,1994,,HTML/CSS
7459,1994,,JavaScript
7460,1994,,SQL
7461,1994,Rust,
7465,1994,Scala,
7469,2001,Bash/Shell/PowerShell,Bash/Shell/PowerShell
7470,2001,,C#
7471,2001,,HTML/CSS
